stock,minute,r2_linear,r2_quadratic,a,b
FROG,2025-04-07 16:07:00+00:00,0.8956233313066272,0.9233918481172902,1.177660904054057e-08,4.816753108432456e-06
FROG,2025-04-14 18:51:00+00:00,0.9653942960354535,0.9864681842048751,4.874547957608309e-08,3.357634788628063e-05
FROG,2025-04-30 15:49:00+00:00,0.8883091185861288,0.9821311373179495,8.32225650830068e-08,-2.1596290937262222e-05
FROG,2025-04-11 13:32:00+00:00,0.9201572713228284,0.9909385423888122,-3.4132786146961976e-07,0.000674560542334989
FROG,2025-04-17 14:14:00+00:00,0.9651123332167094,0.9820830337568707,5.012825374764327e-08,4.448196080906368e-05
FROG,2025-04-28 16:11:00+00:00,0.9953856554730762,0.9968402081606198,-9.948700141526451e-09,7.343145786232021e-05
FROG,2025-04-15 13:34:00+00:00,0.9694191605485593,0.9789175118418454,7.470477303918727e-08,0.0001154484675076777
FROG,2025-04-11 15:38:00+00:00,0.9838891455264843,0.9912679985674795,3.5478880495572876e-08,6.799679380522502e-05
FROG,2025-04-15 19:53:00+00:00,0.43266726500988795,0.7966303009619107,4.3058347153118965e-09,-3.3150420450176305e-06
FROG,2025-04-09 15:55:00+00:00,0.9532395348898529,0.9953843561045459,4.5944958709984114e-08,7.893442413512982e-06
FROG,2025-04-16 16:15:00+00:00,0.9363622701456096,0.9496074856869452,-2.281676335480083e-08,7.324301947324184e-05
FROG,2025-04-15 19:29:00+00:00,0.9779429682060901,0.993437857364213,1.811240671381086e-08,1.7948670705801785e-05
FROG,2025-04-10 15:51:00+00:00,0.9540174603982492,0.9954065329616261,2.7330644248481824e-08,5.012699235340891e-06
FROG,2025-04-21 19:33:00+00:00,0.8416071353043619,0.9788894243350411,7.570454746069403e-08,-3.133477519483646e-05
FROG,2025-04-07 18:03:00+00:00,0.7274556530656429,0.8214374551705762,-1.1584977798079554e-07,0.00020444573956163834
SOUN,2025-04-30 15:39:00+00:00,1.0,1.0,0.0,0.0
SOUN,2025-04-15 19:03:00+00:00,1.0,1.0,0.0,0.0
SOUN,2025-04-21 18:04:00+00:00,0.8354053296647999,0.9729090742372385,-1.4459806257505731e-08,2.4339218566178413e-05
SOUN,2025-04-09 15:49:00+00:00,0.3798725376397295,0.7353401827673118,3.449717187862049e-09,-2.706036625007681e-06
SOUN,2025-04-30 18:52:00+00:00,1.0,1.0,0.0,0.0
SOUN,2025-04-17 17:49:00+00:00,1.0,1.0,0.0,0.0
SOUN,2025-05-02 15:57:00+00:00,1.0,1.0,0.0,0.0
SOUN,2025-04-29 19:54:00+00:00,1.0,1.0,0.0,0.0
SOUN,2025-04-21 19:28:00+00:00,1.0,1.0,0.0,0.0
SOUN,2025-04-24 14:13:00+00:00,1.0,1.0,0.0,0.0
SOUN,2025-04-09 18:23:00+00:00,1.0,1.0,0.0,0.0
SOUN,2025-04-09 18:25:00+00:00,0.6145047921266087,0.9319040966341113,7.477976220847178e-09,-5.1787719956602965e-06
SOUN,2025-04-25 17:02:00+00:00,1.0,1.0,0.0,0.0
SOUN,2025-04-30 14:52:00+00:00,0.7532769551311745,0.9657922571730952,8.898433234428146e-09,-5.039399604251144e-06
SOUN,2025-04-23 19:00:00+00:00,1.0,1.0,0.0,0.0
SOUN,2025-04-17 16:49:00+00:00,1.0,1.0,0.0,0.0
SOUN,2025-04-23 14:52:00+00:00,1.0,1.0,0.0,0.0
SOUN,2025-04-17 13:35:00+00:00,0.3334886433472385,0.6742155780206147,2.6675993545796246e-09,-2.122979058491061e-06
SOUN,2025-04-30 17:20:00+00:00,1.0,1.0,0.0,0.0
SOUN,2025-04-07 15:36:00+00:00,0.9403731450306781,0.9461978109049225,-2.792372203316393e-09,1.2047058001469621e-05
SOUN,2025-04-08 16:02:00+00:00,0.5445203878919584,0.8139032862380771,-1.5591156779235845e-08,2.206543452677475e-05
SOUN,2025-04-15 13:37:00+00:00,1.0,1.0,0.0,0.0
SOUN,2025-04-08 16:43:00+00:00,1.0,1.0,0.0,0.0
SOUN,2025-04-04 18:01:00+00:00,1.0,1.0,0.0,0.0
SOUN,2025-04-23 15:55:00+00:00,0.940770353531245,0.9476860422415947,-3.0492513976694455e-09,1.2338412438546794e-05
SOUN,2025-04-03 14:03:00+00:00,0.9255171424301503,0.9424222570971188,4.099423832192743e-09,3.488125637873231e-06
SOUN,2025-04-10 16:07:00+00:00,0.699951486150464,0.9293083402480018,-1.751251452998151e-08,2.6247706610773502e-05
SOUN,2025-04-28 15:07:00+00:00,1.0,1.0,0.0,0.0
SOUN,2025-04-21 14:38:00+00:00,1.0,1.0,0.0,0.0
SOUN,2025-04-11 18:40:00+00:00,1.0,1.0,0.0,0.0
